Uid,Sid,Key,Time,Value,UpdateTime
6804018672,hlth.gen_125884730179666,calories,1748438700,"{""time"":1748438700,""calories"":6.16}",1748446318
6804018672,hlth.gen_125884730179666,steps,1748438700,"{""time"":1748438700,""steps"":81,""distance"":47,""calories"":3.2399998}",1748446316
6804018672,893061509,calories,1748438640,"{""time"":1748438640,""calories"":3}",1748488483
6804018672,hlth.gen_125884730179666,steps,1748438640,"{""time"":1748438640,""steps"":103,""distance"":61,""calories"":4.12}",1748446316
6804018672,893061509,heart_rate,1748438640,"{""time"":1748438640,""bpm"":102}",1748488478
6804018672,893061509,intensity,1748438640,"{""time"":1748438640}",1748488483
6804018672,hlth.gen_125884730179666,calories,1748438640,"{""time"":1748438640,""calories"":4.12}",1748446318
6804018672,hlth.gen_125884730179666,steps,1748438580,"{""time"":1748438580,""steps"":55,""distance"":32,""calories"":2.2}",1748446316
6804018672,hlth.gen_125884730179666,calories,1748438580,"{""time"":1748438580,""calories"":3.16}",1748446318
6804018672,893061509,calories,1748438580,"{""time"":1748438580,""calories"":1}",1748488483
6804018672,hlth.gen_125884730179666,calories,1748435340,"{""time"":1748435340,""calories"":0.48}",1748446318
6804018672,hlth.gen_125884730179666,steps,1748435340,"{""time"":1748435340,""steps"":12,""distance"":7,""calories"":0.48}",1748446316
6804018672,893061509,heart_rate,1748435340,"{""time"":1748435340,""bpm"":85}",1748488478
6804018672,hlth.gen_125884730179666,calories,1748435220,"{""time"":1748435220,""calories"":1.76}",1748446318
6804018672,893061509,calories,1748435220,"{""time"":1748435220,""calories"":3}",1748488483
6804018672,hlth.gen_125884730179666,steps,1748435220,"{""time"":1748435220,""steps"":44,""distance"":26,""calories"":1.76}",1748446316
6804018672,893061509,calories,1748435160,"{""time"":1748435160,""calories"":5}",1748488483
6804018672,hlth.gen_125884730179666,calories,1748435160,"{""time"":1748435160,""calories"":9.44}",1748446318
6804018672,hlth.gen_125884730179666,steps,1748435160,"{""time"":1748435160,""steps"":104,""distance"":61,""calories"":4.16}",1748446316
6804018672,hlth.gen_125884730179666,steps,1748435100,"{""time"":1748435100,""steps"":42,""distance"":25,""calories"":1.68}",1748446316
6804018672,hlth.gen_125884730179666,calories,1748435100,"{""time"":1748435100,""calories"":1.68}",1748446318
6804018672,893061509,calories,1748435100,"{""time"":1748435100,""calories"":3}",1748488483
6804018672,893061509,heart_rate,1748435100,"{""time"":1748435100,""bpm"":60}",1748488478
6804018672,893061509,calories,1748435040,"{""time"":1748435040,""calories"":2}",1748488483
6804018672,hlth.gen_125884730179666,calories,1748435040,"{""time"":1748435040,""calories"":0.48}",1748446318
6804018672,hlth.gen_125884730179666,steps,1748435040,"{""time"":1748435040,""steps"":12,""distance"":7,""calories"":0.48}",1748446316
6804018672,hlth.gen_125884730179666,steps,1748434980,"{""time"":1748434980,""steps"":88,""distance"":52,""calories"":3.52}",1748446316
6804018672,893061509,calories,1748434980,"{""time"":1748434980,""calories"":3}",1748488483
6804018672,hlth.gen_125884730179666,calories,1748434980,"{""time"":1748434980,""calories"":6.3199997}",1748446318
6804018672,hlth.gen_125884730179666,steps,1748434920,"{""time"":1748434920,""steps"":101,""distance"":59,""calories"":4.04}",1748446316
6804018672,hlth.gen_125884730179666,calories,1748434920,"{""time"":1748434920,""calories"":7.52}",1748446318
6804018672,893061509,calories,1748434920,"{""time"":1748434920,""calories"":4}",1748488483
6804018672,893061509,calories,1748434860,"{""time"":1748434860,""calories"":2}",1748488483
6804018672,hlth.gen_125884730179666,steps,1748434860,"{""time"":1748434860,""steps"":95,""distance"":57,""calories"":3.8}",1748446316
6804018672,hlth.gen_125884730179666,calories,1748434860,"{""time"":1748434860,""calories"":3.8}",1748446318
6804018672,893061509,heart_rate,1748434800,"{""time"":1748434800,""bpm"":80}",1748488478
6804018672,893061509,calories,1748434800,"{""time"":1748434800,""calories"":1}",1748488483
6804018672,hlth.gen_125884730179666,calories,1748434800,"{""time"":1748434800,""calories"":3.56}",1748446318
6804018672,hlth.gen_125884730179666,steps,1748434800,"{""time"":1748434800,""steps"":58,""distance"":34,""calories"":2.32}",1748446316
6804018672,hlth.gen_125884730179666,steps,1748434740,"{""time"":1748434740,""steps"":10,""distance"":6,""calories"":0.39999998}",1748446316
6804018672,hlth.gen_125884730179666,calories,1748434740,"{""time"":1748434740,""calories"":0.39999998}",1748446318
6804018672,893061509,heart_rate,1748429460,"{""time"":1748429460,""bpm"":82}",1748488478
6804018672,893061509,heart_rate,1748428560,"{""time"":1748428560,""bpm"":84}",1748488478
6804018672,893061509,heart_rate,1748428440,"{""time"":1748428440,""bpm"":88}",1748488478
6804018672,893061509,heart_rate,1748428320,"{""time"":1748428320,""bpm"":78}",1748488478
6804018672,893061509,heart_rate,1748428200,"{""time"":1748428200,""bpm"":104}",1748488478
6804018672,hlth.gen_125884730179666,steps,1748427360,"{""time"":1748427360,""steps"":13,""distance"":7,""calories"":0.52}",1748427507
6804018672,hlth.gen_125884730179666,calories,1748427360,"{""time"":1748427360,""calories"":0.52}",1748427508
6804018672,hlth.gen_125884730179666,steps,1748427300,"{""time"":1748427300,""steps"":13,""distance"":7,""calories"":0.52}",1748427507
6804018672,hlth.gen_125884730179666,calories,1748427300,"{""time"":1748427300,""calories"":0.52}",1748427508
6804018672,hlth.gen_125884730179666,steps,1748426040,"{""time"":1748426040,""steps"":20,""distance"":12,""calories"":0.79999995}",1748427507
6804018672,hlth.gen_125884730179666,calories,1748426040,"{""time"":1748426040,""calories"":0.79999995}",1748427508
6804018672,893061509,calories,1748425140,"{""time"":1748425140,""calories"":1}",1748488482
6804018672,893061509,heart_rate,1748422020,"{""time"":1748422020,""bpm"":89}",1748488478
6804018672,893061509,steps,1748421960,"{""time"":1748421960,""steps"":5,""distance"":6,""calories"":0}",1748488481
6804018672,hlth.gen_125884730179666,steps,1748421900,"{""time"":1748421900,""steps"":32,""distance"":18,""calories"":1.28}",1748427507
